City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
478,Pisco,PE,-13.7,-76.2167,73.4,78,0,16.11,clear sky
479,Ozernovskiy,RU,51.5,156.5167,27.28,97,100,5.1,light snow
480,Alcudia,ES,39.8532,3.1214,55.99,90,20,9.42,few clouds
481,Gat,IL,31.61,34.7642,53.01,100,0,1.01,clear sky
482,Novo Oriente,BR,-5.5344,-40.7742,76.35,70,3,0.2,clear sky
483,Karpogory,RU,64.0019,44.4451,-15.0,90,0,2.04,clear sky
484,Porbandar,IN,21.6422,69.6093,65.93,65,0,8.7,clear sky
485,Pailon,BO,-17.65,-62.75,69.8,94,62,2.3,broken clouds
486,Sabang,ID,5.8933,95.3214,82.76,77,53,13.51,broken clouds
487,Grafton,US,42.207,-71.6856,21.99,42,90,3.44,overcast clouds
488,Bucerias,MX,20.75,-105.3333,71.6,68,40,6.91,scattered clouds
489,Price,US,39.5994,-110.8107,44.6,49,90,10.36,overcast clouds
490,Sept-Iles,CA,50.2001,-66.3821,19.4,58,90,4.61,overcast clouds
491,Okhotsk,RU,59.3833,143.3,15.24,93,100,4.29,overcast clouds
492,Porkhov,RU,57.765,29.5561,-0.4,85,100,6.71,overcast clouds
493,Benghazi,LY,32.1167,20.0667,57.6,68,0,1.68,clear sky
494,Lere,NG,10.387,8.5726,64.78,25,82,4.56,broken clouds
495,Vao,NC,-22.6667,167.4833,78.78,75,0,7.36,clear sky
496,Smithers,CA,54.7804,-127.1743,10.4,56,1,5.75,clear sky
497,Kudahuvadhoo,MV,2.6708,72.8944,81.88,65,100,9.22,overcast clouds
498,Lamu,KE,-2.2717,40.902,78.8,83,75,3.44,haze
499,Maine-Soroa,NE,13.2114,12.0241,68.81,22,0,8.12,clear sky
500,Bonthe,SL,7.5264,-12.505,78.21,86,0,5.57,clear sky
501,Saint-Augustin,CA,51.226,-58.6502,16.0,92,2,12.77,clear sky
502,College,US,64.8569,-147.8028,10.0,61,20,1.5,few clouds
503,Changji,CN,44.0167,87.3167,12.2,92,99,2.24,mist
504,Churapcha,RU,62.0025,132.4325,3.49,90,100,4.61,overcast clouds
505,Saint-Joseph,RE,-21.3667,55.6167,78.8,65,0,6.91,light rain
506,Mirnyy,RU,62.5353,113.9611,-22.09,86,79,5.53,broken clouds
507,Horsham,GB,51.064,-0.3272,26.01,86,0,6.91,clear sky
508,Tallahassee,US,30.4383,-84.2807,69.01,88,90,3.44,overcast clouds
509,Kantunilkin,MX,21.0917,-87.45,78.8,83,40,9.22,scattered clouds
510,Myrtle Beach,US,33.6891,-78.8867,42.8,93,90,10.36,mist
511,Maarianhamina,AX,60.0973,19.9348,30.2,74,0,13.8,clear sky
512,Gorontalo,ID,0.5412,123.0595,81.59,79,100,3.18,heavy intensity rain
513,Sikasso,ML,10.9167,-7.0,73.96,19,0,1.54,clear sky
514,Lusambo,CD,-4.9667,23.45,70.63,95,100,0.65,overcast clouds
515,Tiarei,PF,-17.5333,-149.3333,86.0,65,75,20.71,broken clouds
516,Tura,IN,25.5198,90.2201,61.09,55,0,2.75,clear sky
517,Port-Gentil,GA,-0.7193,8.7815,81.61,79,100,11.97,light rain
518,Haubourdin,FR,50.6083,2.9914,23.0,68,0,14.97,clear sky
519,Yazykovo,RU,55.2199,56.1353,32.77,96,100,11.43,overcast clouds
520,Oistins,BB,13.0667,-59.5333,78.8,69,20,18.41,few clouds
521,Kalemie,CD,-5.9475,29.1947,69.8,83,100,4.16,overcast clouds
522,Zhigansk,RU,66.7697,123.3711,-9.4,90,100,10.13,overcast clouds
523,Pangoa,PE,-12.1167,-73.0,69.35,96,100,1.83,overcast clouds
524,Jacqueville,CI,5.2052,-4.4146,82.4,94,20,10.36,few clouds
525,San Carlos De Bariloche,AR,-41.1456,-71.3082,71.6,53,75,13.8,broken clouds
526,Sagpon,PH,13.15,123.7333,80.31,81,93,8.41,overcast clouds
527,San Luis,AR,-33.295,-66.3356,71.6,48,44,4.54,scattered clouds
528,Leshukonskoye,RU,64.8989,45.7622,-14.58,90,1,1.57,clear sky
529,Troitsko-Pechorsk,RU,62.7084,56.1964,-16.35,88,62,4.99,broken clouds
530,Talara,PE,-4.5772,-81.2719,74.68,85,85,12.55,overcast clouds
531,Kushiro,JP,42.975,144.3747,28.4,74,75,2.3,broken clouds
532,Bima,ID,-8.4667,118.7167,83.3,73,100,2.71,overcast clouds
533,Malindi,KE,-3.2175,40.1191,77.23,85,100,6.44,overcast clouds
534,Barrow,US,71.2906,-156.7887,-9.4,70,75,8.05,light snow
535,San Quintin,MX,30.4833,-115.95,58.15,70,16,21.21,few clouds
536,Berlevag,NO,70.8578,29.0864,12.2,79,0,16.11,clear sky
537,Pecos,US,31.4229,-103.4932,26.6,86,90,8.05,overcast clouds
538,Mulege,MX,26.8833,-111.9833,67.08,43,100,3.53,overcast clouds
539,Balkhash,KZ,46.844,74.9804,11.25,93,100,12.66,overcast clouds
540,Naze,JP,28.3667,129.4833,69.8,78,75,21.85,broken clouds
541,Takab,IR,36.4009,47.1133,33.19,69,100,0.56,overcast clouds
542,Vila Velha,BR,-20.3297,-40.2925,78.01,83,20,5.75,light rain
543,Bucak,TR,37.4592,30.595,55.0,80,0,4.61,clear sky
544,Nigde,TR,37.8333,34.75,33.76,88,100,4.68,overcast clouds
545,Mecca,SA,21.4267,39.8261,74.19,63,16,2.84,few clouds
546,Abadiania,BR,-16.2042,-48.7069,64.4,100,40,8.05,moderate rain
547,Fayaoue,NC,-20.65,166.5333,80.13,70,0,4.41,clear sky
548,Porto Recanati,IT,43.4365,13.6613,39.0,21,100,1.01,overcast clouds
549,Okato,NZ,-39.2,173.8833,70.0,65,26,5.99,scattered clouds
550,Upata,VE,8.0086,-62.3989,75.99,88,0,5.99,clear sky
551,Pinega,RU,64.7001,43.3936,-14.4,89,5,3.8,clear sky
552,Bolivar,US,37.6145,-93.4105,14.0,67,100,10.89,overcast clouds
553,Marfino,RU,55.7028,37.3822,6.8,78,75,17.9,heavy snow
554,Ixtapa,MX,20.7,-105.2,71.6,68,40,6.91,scattered clouds
555,Sultanpur,IN,26.2667,82.0667,52.93,69,0,2.08,clear sky
556,Gallipoli,TR,40.4103,26.6708,35.6,60,0,17.27,clear sky
557,Kutum,SD,14.2,24.6667,60.24,33,59,10.16,broken clouds
558,Praia Da Vitoria,PT,38.7333,-27.0667,60.01,82,40,28.39,scattered clouds
559,Canto Do Buriti,BR,-8.11,-42.9444,76.91,74,51,2.17,broken clouds
560,Moose Factory,CA,51.2585,-80.6094,-7.6,77,1,5.75,clear sky
561,Batemans Bay,AU,-35.7167,150.1833,70.0,73,100,1.99,overcast clouds
562,Beira,MZ,-19.8436,34.8389,74.97,86,76,8.5,broken clouds
563,Pokhara,NP,28.2333,83.9833,54.73,41,0,3.56,clear sky
564,Bonnyville,CA,54.2668,-110.735,-4.0,54,90,3.44,overcast clouds
565,Rupert,US,42.6191,-113.6772,35.6,80,90,18.41,overcast clouds
566,Finschhafen,PG,-6.6024,147.8681,84.83,69,88,0.83,light rain
567,Male,MV,4.1748,73.5089,80.6,78,40,11.5,scattered clouds
568,Mandalgovi,MN,45.7625,106.2708,4.68,74,100,8.63,overcast clouds
569,Lake Charles,US,30.2131,-93.2044,37.4,87,90,12.66,overcast clouds
570,Chanthaburi,TH,12.8333,102.1667,80.01,58,0,0.38,clear sky
571,Dukat,RU,62.55,155.55,-10.61,85,1,4.45,clear sky
572,Finote Selam,ET,10.7,37.2667,57.78,36,29,3.0,scattered clouds
573,Kysyl-Syr,RU,63.8986,122.7617,-13.65,88,100,6.67,overcast clouds
574,Bloomingdale,US,27.8936,-82.2404,73.99,78,40,3.44,scattered clouds
575,Felanitx,ES,39.4696,3.1483,57.2,77,20,4.61,few clouds
576,Jalu,LY,29.0331,21.5482,51.04,74,0,6.22,clear sky
577,Dicabisagan,PH,17.0818,122.4157,75.56,77,74,6.31,broken clouds
578,Nizwa,OM,22.9333,57.5333,56.66,63,0,1.79,clear sky
579,Palmer,US,42.1584,-72.3287,21.99,49,90,1.63,overcast clouds
580,Palma Di Montechiaro,IT,37.1926,13.765,46.99,95,94,1.01,overcast clouds
581,Urubicha,BO,-15.3833,-62.95,71.6,98,35,2.01,scattered clouds
582,Moree,AU,-29.4667,149.85,87.8,37,75,10.36,light rain
583,Tommot,RU,58.9564,126.2925,-8.77,87,100,8.95,overcast clouds
584,Mallaig,CA,54.2169,-111.3685,-5.8,71,100,5.75,overcast clouds
585,Madera,US,37.1666,-119.8343,53.01,77,70,4.0,broken clouds
586,Ugoofaaru,MV,5.6667,73.0,80.28,64,100,9.98,overcast clouds
587,Tutubigan,PH,11.8397,125.0614,83.03,74,0,0.36,clear sky
588,Yelkhovka,RU,53.8667,50.2832,30.2,100,90,8.95,snow
589,General Roca,AR,-39.0333,-67.5833,82.4,36,0,8.05,clear sky
590,Ous,RU,60.9058,61.5186,-6.66,92,100,2.95,light snow
591,Caninde De Sao Francisco,BR,-9.66,-37.7894,76.03,72,0,10.36,clear sky
592,Rawson,AR,-43.3002,-65.1023,70.9,64,0,11.95,clear sky
593,Noshiro,JP,40.2039,140.0242,23.0,100,0,3.69,clear sky
594,Oriximina,BR,-1.7656,-55.8661,78.57,85,92,1.97,overcast clouds
595,Bud,US,39.447,-86.1758,25.0,75,90,8.68,overcast clouds
596,Goundam,ML,16.4145,-3.6708,73.44,18,0,6.64,clear sky
597,Baie-Comeau,CA,49.2168,-68.1489,21.2,58,90,5.75,overcast clouds
598,Zabol,AF,32.25,67.25,41.5,56,0,2.48,clear sky
599,Gayny,RU,60.3071,54.3241,-0.92,93,100,4.88,overcast clouds
600,Puksoozero,RU,62.5903,40.6066,-13.47,89,4,0.98,clear sky
601,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,78.98,79,0,9.48,clear sky
602,Indramayu,ID,-6.3264,108.32,80.13,79,100,5.75,light rain
603,Grindavik,IS,63.8424,-22.4338,41.0,70,75,29.93,broken clouds
604,The Valley,AI,18.217,-63.0578,77.0,78,20,13.8,few clouds
605,Kandrian,PG,-6.2167,149.55,87.96,61,99,3.98,light rain
606,Cayenne,GF,4.9333,-52.3333,77.0,100,90,8.05,overcast clouds
607,Bambous Virieux,MU,-20.3428,57.7575,78.8,83,40,10.36,scattered clouds
608,Itoman,JP,26.1247,127.6694,69.8,88,40,12.66,scattered clouds
609,Sakakah,SA,29.9697,40.2064,59.0,47,0,6.91,clear sky
610,Belchertown,US,42.277,-72.4009,21.99,49,90,1.77,overcast clouds
611,Mingaora,PK,34.7758,72.3625,52.12,37,100,6.64,overcast clouds
612,Zhangye,CN,38.9342,100.4517,36.52,66,40,4.47,scattered clouds
613,Iralaya,HN,15.0,-83.2333,80.6,74,1,10.36,clear sky
614,Genhe,CN,50.7833,121.5167,-5.98,89,100,5.77,overcast clouds
615,Keith,GB,57.5363,-2.9481,34.0,69,75,18.41,broken clouds
616,Mizdah,LY,31.4451,12.9801,52.29,48,0,5.32,clear sky
617,Kankan,GN,10.3854,-9.3057,75.18,19,0,3.38,clear sky
618,Sechura,PE,-5.5569,-80.8222,79.52,65,100,15.28,overcast clouds
619,Samarai,PG,-10.6167,150.6667,84.16,68,75,9.4,broken clouds
620,Seidu,SL,9.0167,-10.6,71.15,51,0,3.83,clear sky
621,Hami,CN,42.8,93.45,30.06,86,0,3.06,clear sky
622,Maralal,KE,1.0968,36.698,63.05,74,86,3.56,light rain
623,Emerald,AU,-23.5333,148.1667,84.2,45,2,9.22,clear sky
624,Porto Walter,BR,-8.2686,-72.7439,73.92,96,100,1.34,overcast clouds
625,Salinopolis,BR,-0.6136,-47.3561,79.2,87,100,11.74,overcast clouds
626,Tuban,ID,-6.8976,112.0649,80.29,82,100,8.25,overcast clouds
627,Havelian,PK,34.0536,73.1657,54.0,66,100,7.29,overcast clouds
628,Banda Aceh,ID,5.5577,95.3222,80.26,77,69,7.43,broken clouds
629,Vanderhoof,CA,54.0166,-124.0198,-4.47,90,91,1.95,overcast clouds
630,Muros,ES,42.7762,-9.0603,55.99,76,100,11.99,overcast clouds
631,Urazovka,RU,55.4013,45.6186,32.18,98,100,9.86,overcast clouds
632,Arman,RU,59.7,150.1667,12.85,86,100,1.63,overcast clouds
633,Booue,GA,-0.0921,11.9385,74.34,90,3,2.37,clear sky
634,Singaraja,ID,-8.112,115.0882,83.08,65,44,1.95,scattered clouds
635,Sur,OM,22.5667,59.5289,67.53,57,0,3.94,clear sky
636,Shelburne,CA,44.0787,-80.2041,10.4,72,90,2.3,overcast clouds
637,Klerksdorp,ZA,-26.8521,26.6667,63.19,78,0,6.06,clear sky
638,Basi,IN,26.8333,76.0333,55.4,58,0,4.61,haze
639,Vesoul,FR,47.5833,5.8333,21.99,92,0,2.3,clear sky
640,Gimli,CA,50.6336,-96.9907,-20.2,63,100,1.59,overcast clouds
641,Iwanai,JP,42.9744,140.5089,37.47,77,75,3.04,broken clouds
642,Fare,PF,-16.7,-151.0167,81.73,74,43,11.21,scattered clouds
643,Porto Velho,BR,-8.7619,-63.9039,78.8,89,75,3.44,light rain
644,Mezen,RU,65.8522,44.24,-13.18,89,42,5.35,scattered clouds
645,Adolfo Lopez Mateos,MX,28.4667,-107.3,57.99,22,97,5.01,overcast clouds
646,Lourdes,FR,43.1,-0.05,48.2,93,90,8.05,overcast clouds
647,Encruzilhada Do Sul,BR,-30.5439,-52.5219,63.25,100,100,7.16,moderate rain
648,Eenhana,NA,-17.4667,16.3333,71.6,83,99,4.61,overcast clouds
649,Niksic,ME,42.7731,18.9445,44.6,29,0,4.61,clear sky
650,Nizhniy Tsasuchey,RU,50.5167,115.1333,-6.23,81,0,14.34,clear sky
651,Onega,RU,63.9061,38.1404,-7.69,89,80,7.61,broken clouds
652,Dois Vizinhos,BR,-25.7336,-53.0572,63.73,95,83,1.45,broken clouds
653,Nizhniy Kuranakh,RU,58.8353,125.4869,-10.75,87,100,6.49,overcast clouds
654,Camopi,GF,3.1655,-52.3158,72.66,98,96,2.62,overcast clouds
655,Aripuana,BR,-9.1667,-60.6333,74.86,95,34,0.92,scattered clouds
656,Caravelas,BR,-17.7125,-39.2481,76.46,84,95,6.46,overcast clouds
657,Midland,US,31.9974,-102.0779,21.2,93,90,10.36,overcast clouds
658,Labuan,MY,5.2767,115.2417,78.8,83,20,5.75,few clouds
659,Gouyave,GD,12.1646,-61.7296,78.8,78,75,21.85,broken clouds
660,Sinnamary,GF,5.3833,-52.95,78.1,87,98,14.52,overcast clouds
661,Sibolga,ID,1.7427,98.7792,78.89,71,16,2.48,few clouds
662,Kochki,RU,54.3358,80.4806,-22.54,84,0,5.57,clear sky
663,Keshorai Patan,IN,25.3,75.9333,57.54,37,0,3.51,clear sky
664,Okha,RU,53.5739,142.9478,14.88,96,100,3.69,overcast clouds
665,Storm Lake,US,42.6411,-95.2097,-4.0,59,90,9.22,overcast clouds
666,Kathu,TH,7.9178,98.3332,78.8,83,20,5.75,few clouds
667,Plettenberg Bay,ZA,-34.0527,23.3716,71.67,93,69,2.95,broken clouds
668,Orlik,RU,52.5178,99.825,-20.42,73,100,1.88,overcast clouds
669,Weihe,CN,32.9952,105.3247,43.14,63,100,5.35,overcast clouds
670,Banon,ES,40.8382,-1.1909,57.2,47,77,13.8,broken clouds
671,Szigetvar,HU,46.0486,17.8055,19.0,73,49,1.01,scattered clouds
672,Wanaka,NZ,-44.7,169.15,69.35,38,77,5.84,light rain
673,Dubti,ET,11.7361,41.0853,75.45,35,100,8.03,overcast clouds
674,Belaya Gora,RU,68.5333,146.4167,-25.02,78,0,2.71,clear sky
675,Danjiangkou,CN,32.5428,111.5086,53.11,86,100,4.05,overcast clouds
676,Kizner,RU,56.2749,51.508,26.47,98,100,4.54,snow
677,Ogaminana,NG,7.5946,6.2248,78.33,76,95,4.54,overcast clouds
678,Sawtell,AU,-30.3833,153.1,80.6,69,90,5.75,overcast clouds
679,Chapais,CA,49.7834,-74.8492,-4.0,77,90,5.75,light snow
680,Bratsk,RU,56.1325,101.6142,-14.01,76,100,4.47,overcast clouds
681,Olinda,BR,-8.0089,-34.8553,78.8,73,40,10.36,scattered clouds
682,Waipawa,NZ,-41.4122,175.5153,71.6,53,0,12.66,clear sky
683,Vila Do Maio,CV,15.1333,-23.2167,69.8,73,0,19.57,clear sky
684,Port Augusta,AU,-32.5,137.7667,73.0,56,90,10.36,overcast clouds
685,Zherdevka,RU,51.8486,41.4606,22.77,96,99,17.34,overcast clouds
686,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,12.66,scattered clouds
687,Buala,SB,-8.145,159.5921,80.11,85,100,10.87,light rain
688,Henties Bay,NA,-22.116,14.2845,69.01,90,53,4.0,broken clouds
689,Terra Santa,BR,-2.1042,-56.4869,77.25,87,56,1.52,broken clouds
690,Shimoda,JP,34.6667,138.95,53.6,82,40,9.22,scattered clouds
691,Zhanaozen,KZ,43.3,52.8,43.16,72,0,19.8,clear sky
692,Salem,IN,11.65,78.1667,62.65,87,100,3.02,overcast clouds
693,Novyy Urgal,RU,51.0736,132.5642,14.49,93,31,6.67,scattered clouds
694,Santa Flavia,IT,38.085,13.5351,57.99,55,100,11.99,overcast clouds
695,Formosa,AR,-26.1775,-58.1781,75.2,83,0,3.44,clear sky
696,Zlotow,PL,53.3635,17.0408,24.01,97,0,3.0,clear sky
697,Bloomfield,US,40.8068,-74.1854,30.2,37,90,4.61,overcast clouds
698,Ruidoso,US,33.3317,-105.673,41.0,48,90,6.91,overcast clouds
699,Kapchorwa,UG,1.3965,34.4509,64.2,64,100,4.79,overcast clouds
700,Vryheid,ZA,-27.7695,30.7917,62.35,95,98,2.89,overcast clouds
701,Jinchang,CN,38.4953,102.1739,38.98,63,0,8.21,clear sky
702,Gasa,PS,31.5,34.4667,53.01,100,0,1.01,clear sky
703,Neyshabur,IR,36.2133,58.7958,45.43,55,0,0.69,clear sky
704,Sioux Lookout,CA,50.1001,-91.917,-16.6,63,20,2.3,few clouds
705,Pumiao,CN,22.75,108.4833,51.8,93,0,2.24,clear sky
706,Margahovit,AM,40.7338,44.6847,33.8,86,3,6.58,clear sky
707,Naples,IT,40.8333,14.25,44.6,87,75,6.91,moderate rain
708,Kamyshin,RU,50.0983,45.416,34.16,96,100,9.62,overcast clouds
709,Westport,US,41.1415,-73.3579,28.99,34,90,5.75,overcast clouds
710,Cabarroguis,PH,16.5833,121.5,72.64,82,97,1.66,overcast clouds
711,Omboue,GA,-1.5746,9.2618,78.93,85,100,6.46,light rain
712,Bardiyah,LY,31.7561,25.0865,55.54,74,0,5.84,clear sky
713,Simao,CN,22.7886,100.9748,53.85,70,16,0.69,few clouds
714,Fort Nelson,CA,58.8053,-122.7002,5.0,61,1,2.3,clear sky
715,Brigantine,US,39.4101,-74.3646,28.99,64,90,3.44,overcast clouds
716,Praia,CV,14.9215,-23.5087,69.8,73,0,19.57,clear sky
