City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Parrita,CR,2021-02-07 01:53:22,9.5201,-84.3225,73.4,88,75,4.61
284,Palimbang,PH,2021-02-07 01:54:53,6.2106,124.1894,84.45,60,100,2.91
285,Isiro,CD,2021-02-07 01:54:53,2.7739,27.616,61.16,35,6,1.72
286,Kathu,TH,2021-02-07 01:50:47,7.9178,98.3332,78.8,78,20,3.44
287,Valentin Gomez Farias,MX,2021-02-07 01:54:54,28.2167,-106.5833,59.0,26,14,1.99
288,Suntar,RU,2021-02-07 01:54:54,62.1444,117.6319,-14.44,89,100,2.82
289,Troitskoye,RU,2021-02-07 01:54:54,52.9821,84.6757,27.3,93,75,13.44
290,Thunder Bay,CA,2021-02-07 01:54:54,48.4001,-89.3168,-7.01,59,90,16.11
291,Ngerengere,TZ,2021-02-07 01:54:54,-6.75,38.1167,75.2,94,40,3.42
292,Namatanai,PG,2021-02-07 01:54:55,-3.6667,152.4333,86.16,63,86,6.6
293,Bambous Virieux,MU,2021-02-07 01:54:55,-20.3428,57.7575,75.0,86,0,1.99
294,Sao Borja,BR,2021-02-07 01:54:55,-28.6606,-56.0044,66.24,71,0,7.23
295,Cabra,ES,2021-02-07 01:54:55,37.4725,-4.4421,46.99,82,97,4.61
296,Caruray,PH,2021-02-07 01:54:55,10.3094,119.0128,86.0,70,20,13.8
297,Malinovskiy,RU,2021-02-07 01:54:55,61.1953,62.8397,-12.91,89,100,13.0
298,Ponta Grossa,BR,2021-02-07 01:52:53,-25.095,-50.1619,59.67,96,9,8.79
299,Filadelfia,US,2021-02-07 01:54:56,39.9523,-75.1638,37.4,60,1,0.34
300,Tarakan,ID,2021-02-07 01:54:56,3.3,117.6333,82.4,83,75,3.44
301,Meulaboh,ID,2021-02-07 01:51:44,4.1363,96.1285,79.41,83,80,4.5
302,Coquimbo,CL,2021-02-07 01:51:25,-29.9533,-71.3436,60.8,82,0,6.91
303,Gizo,SB,2021-02-07 01:54:56,-8.103,156.8419,82.58,73,100,2.44
304,Samarinda,ID,2021-02-07 01:52:42,-0.5,117.15,84.72,69,100,3.09
305,Longyearbyen,SJ,2021-02-07 01:51:40,78.2186,15.6401,15.8,86,75,12.66
306,Huilong,CN,2021-02-07 01:54:57,31.8111,121.655,57.0,76,0,2.89
307,Melnikovo,RU,2021-02-07 01:54:57,56.5558,84.085,28.99,90,92,8.99
308,Raymond Terrace,AU,2021-02-07 01:54:57,-32.75,151.75,82.99,47,75,14.97
309,Aswan,EG,2021-02-07 01:54:57,24.0934,32.907,55.02,63,0,4.76
310,Kutum,SD,2021-02-07 01:54:58,14.2,24.6667,46.17,54,1,7.47
311,Mimongo,GA,2021-02-07 01:54:58,-1.6195,11.6068,69.22,94,20,2.71
312,Pitsunda,GE,2021-02-07 01:54:58,43.1592,40.3378,44.6,87,90,11.18
313,Kapoeta,SS,2021-02-07 01:54:58,4.7717,33.5903,71.6,22,1,7.09
314,Auki,SB,2021-02-07 01:54:58,-8.7676,160.7034,75.81,93,100,12.64
315,Lagoa,PT,2021-02-07 01:54:58,39.05,-27.9833,59.99,92,100,26.64
316,Maldonado,UY,2021-02-07 01:53:26,-34.6667,-54.9167,66.99,88,20,3.44
317,Lorengau,PG,2021-02-07 01:54:59,-2.0226,147.2712,86.38,66,100,5.55
318,Daru,PG,2021-02-07 01:54:59,-9.0763,143.2092,89.33,60,43,7.81
319,Thompson,CA,2021-02-07 01:54:59,55.7435,-97.8558,-27.4,68,40,12.66
320,Pangnirtung,CA,2021-02-07 01:54:59,66.1451,-65.7125,23.5,80,76,3.53
321,Antofagasta,CL,2021-02-07 01:54:31,-23.65,-70.4,66.2,77,75,8.05
322,Lima,PE,2021-02-07 01:51:50,-12.0432,-77.0282,75.0,78,75,10.36
323,San Pietro In Casale,IT,2021-02-07 01:55:00,44.6996,11.4022,51.01,100,75,4.61
324,Petropavlovskoye,RU,2021-02-07 01:55:00,52.0712,84.107,26.62,91,99,9.53
325,Garissa,KE,2021-02-07 01:55:00,-0.4536,39.6401,75.43,73,1,9.01
326,Drayton Valley,CA,2021-02-07 01:55:00,53.2168,-114.9854,-15.0,77,100,4.03
327,Kuusankoski,FI,2021-02-07 01:55:00,60.907,26.6244,8.6,85,90,11.5
328,Laguna,US,2021-02-07 01:50:58,38.421,-121.4238,62.6,48,1,4.61
329,Ust-Nera,RU,2021-02-07 01:51:00,64.5667,143.2,-20.11,77,30,5.39
330,Concepcion,CL,2021-02-07 01:52:38,-36.827,-73.0498,59.0,88,90,3.44
331,Sao Joao Da Barra,BR,2021-02-07 01:51:26,-21.6403,-41.0511,70.72,93,100,14.07
332,Ous,RU,2021-02-07 01:55:01,60.9058,61.5186,-16.22,88,100,14.29
333,Khani,GE,2021-02-07 01:55:01,41.9563,42.9566,46.4,81,0,12.66
334,Vardo,NO,2021-02-07 01:55:03,70.3705,31.1107,26.91,92,100,29.37
335,Luderitz,NA,2021-02-07 01:51:07,-26.6481,15.1594,67.6,71,0,23.64
336,Torrington,US,2021-02-07 01:55:03,41.8007,-73.1212,28.99,53,20,1.01
337,Itatskiy,RU,2021-02-07 01:55:04,56.07,89.0369,20.34,96,96,7.87
338,Balkhash,KZ,2021-02-07 01:55:04,46.844,74.9804,32.0,93,75,13.42
339,Indian Head,US,2021-02-07 01:55:04,38.6001,-77.1622,42.01,52,1,2.48
340,Hervey Bay,AU,2021-02-07 01:55:04,-25.2986,152.8535,91.0,45,0,10.36
341,Roros,NO,2021-02-07 01:55:04,62.5747,11.3842,-7.6,77,90,2.3
342,Zhaotong,CN,2021-02-07 01:55:04,27.3167,103.7167,40.3,78,95,5.01
343,Ylivieska,FI,2021-02-07 01:55:05,64.0833,24.55,12.99,91,98,7.0
344,Souillac,MU,2021-02-07 01:51:04,-20.5167,57.5167,75.0,86,6,1.99
345,Santa Cruz Cabralia,BR,2021-02-07 01:53:24,-16.2781,-39.0247,78.8,83,75,4.61
346,Puerto Cabezas,NI,2021-02-07 01:55:05,14.0351,-83.3888,76.96,86,3,9.35
347,Ribeira Brava,PT,2021-02-07 01:55:05,32.65,-17.0667,54.0,83,19,7.0
348,General Roca,AR,2021-02-07 01:55:05,-39.0333,-67.5833,78.8,61,0,9.26
349,Arawa,PG,2021-02-07 01:55:06,-6.2132,155.5367,89.87,58,85,5.66
350,Corn Island,NI,2021-02-07 01:55:06,12.1694,-83.0418,80.55,79,82,17.56
351,Pueblo,US,2021-02-07 01:52:08,38.2545,-104.6091,48.2,21,90,3.44
352,Hasaki,JP,2021-02-07 01:52:48,35.7333,140.8333,57.0,50,20,5.75
353,Coahuayana,MX,2021-02-07 01:55:06,18.7333,-103.6833,73.4,78,1,0.27
354,Bara,NG,2021-02-07 01:55:06,10.3744,10.7288,69.31,23,100,9.35
355,Agutaya,PH,2021-02-07 01:55:07,11.148,120.9417,79.7,83,37,23.06
356,Ayagoz,KZ,2021-02-07 01:55:07,47.9714,80.4392,28.6,97,100,24.99
357,Okhotsk,RU,2021-02-07 01:50:29,59.3833,143.3,3.43,86,100,21.81
358,Noumea,NC,2021-02-07 01:54:57,-22.2763,166.4572,87.8,62,40,10.36
359,Coihaique,CL,2021-02-07 01:53:26,-45.5752,-72.0662,68.0,40,0,19.57
360,Mount Isa,AU,2021-02-07 01:51:17,-20.7333,139.5,78.8,94,75,9.22
361,San Lawrenz,MT,2021-02-07 01:55:08,36.0553,14.204,63.0,88,0,9.22
362,George,ZA,2021-02-07 01:55:08,-33.963,22.4617,66.2,88,20,6.91
363,Santa Isabel Do Rio Negro,BR,2021-02-07 01:51:04,-0.4139,-65.0192,75.81,88,67,2.04
364,Airai,TL,2021-02-07 01:51:11,-8.9266,125.4092,72.81,74,72,5.39
365,Khovu-Aksy,RU,2021-02-07 01:55:09,51.1333,93.6,4.46,87,1,5.86
366,Sarangani,PH,2021-02-07 01:55:09,5.4033,125.4636,82.13,68,100,5.44
367,Vadso,NO,2021-02-07 01:55:09,70.0744,29.7487,24.8,86,75,26.46
368,Yaan,NG,2021-02-07 01:55:09,7.3833,8.5667,73.2,21,10,3.38
369,Vanavara,RU,2021-02-07 01:55:10,60.34,102.2797,11.82,95,100,10.25
370,Mpophomeni,ZA,2021-02-07 01:55:10,-29.5682,30.1862,71.01,96,100,3.65
371,Am Timan,TD,2021-02-07 01:55:10,11.0297,20.2827,62.74,28,49,7.83
372,Mabaruma,GY,2021-02-07 01:55:10,8.2,-59.7833,72.59,96,100,4.72
373,Pervomayskiy,RU,2021-02-07 01:55:10,53.2485,40.2871,0.0,68,93,10.16
374,Perbaungan,ID,2021-02-07 01:55:10,3.5679,98.956,80.6,94,40,4.61
375,Seymchan,RU,2021-02-07 01:55:11,62.8833,152.4333,-12.41,85,100,3.15
376,Faya,SA,2021-02-07 01:55:11,18.3851,42.4509,46.4,87,40,1.07
377,Rock Sound,BS,2021-02-07 01:55:11,24.9,-76.2,76.44,87,0,15.84
378,Te Anau,NZ,2021-02-07 01:55:11,-45.4167,167.7167,75.9,38,0,5.68
379,Paslek,PL,2021-02-07 01:55:11,54.0616,19.6593,7.0,84,0,3.0
380,Geraldton,AU,2021-02-07 01:51:05,-28.7667,114.6,73.4,78,75,23.02
381,La Trinidad,PH,2021-02-07 01:55:11,16.455,120.5875,73.06,73,11,0.85
382,Sistranda,NO,2021-02-07 01:55:12,63.7256,8.834,23.0,86,20,9.22
383,San Cristobal,VE,2021-02-07 01:52:30,7.7669,-72.225,66.36,90,100,1.21
384,Huarmey,PE,2021-02-07 01:55:12,-10.0681,-78.1522,71.19,73,100,6.53
385,Verkhoyansk,RU,2021-02-07 01:55:13,67.5447,133.385,-22.41,83,98,1.77
386,Yangambi,CD,2021-02-07 01:55:13,0.8102,24.4336,68.92,68,19,0.58
387,Tacuarembo,UY,2021-02-07 01:55:13,-31.7333,-55.9833,65.5,66,0,2.57
388,Cayenne,GF,2021-02-07 01:51:59,4.9333,-52.3333,77.0,100,90,8.05
389,Rosa Zarate,EC,2021-02-07 01:55:13,0.3333,-79.4667,75.0,93,98,2.39
390,Tabas,IR,2021-02-07 01:55:13,33.5959,56.9244,46.4,27,92,6.91
391,Talnakh,RU,2021-02-07 01:55:14,69.4865,88.3972,-30.03,73,0,1.54
392,Hastings,GB,2021-02-07 01:54:43,50.8552,0.5729,37.0,87,100,7.0
393,Gazanjyk,TM,2021-02-07 01:55:14,39.2446,55.5154,45.37,85,100,9.91
394,Atlantic Beach,US,2021-02-07 01:55:14,30.3344,-81.3987,61.0,88,90,4.61
395,Markala,ML,2021-02-07 01:55:14,13.7021,-6.0659,76.96,18,93,12.57
396,Kargil,IN,2021-02-07 01:55:14,34.5667,76.1,-8.59,63,0,1.21
397,Agadir,MA,2021-02-07 01:55:15,30.4202,-9.5982,51.8,82,20,10.36
398,Escuinapa,MX,2021-02-07 01:55:15,22.85,-105.8,68.0,77,1,8.05
399,Tautira,PF,2021-02-07 01:55:15,-17.7333,-149.15,86.0,62,20,12.66
400,Arandis,NA,2021-02-07 01:55:15,-22.4167,14.9667,63.0,90,9,3.0
401,High Prairie,CA,2021-02-07 01:55:15,55.4334,-116.4858,-20.2,69,1,3.44
402,Abaza,RU,2021-02-07 01:52:15,52.655,90.0928,17.87,89,0,4.5
403,Touros,BR,2021-02-07 01:55:16,-5.1989,-35.4608,77.0,83,20,3.44
404,Linfen,CN,2021-02-07 01:55:16,36.0889,111.5189,48.63,42,100,0.47
405,Paranaiba,BR,2021-02-07 01:55:16,-19.6772,-51.1908,69.13,71,0,5.46
406,Trenggalek,ID,2021-02-07 01:55:16,-8.05,111.7167,83.61,68,31,3.74
407,Opotiki,NZ,2021-02-07 01:55:17,-38.0833,177.2833,73.0,59,98,3.0
408,Tomohon,ID,2021-02-07 01:55:17,1.3346,124.8392,78.8,89,40,3.44
409,Bida,NG,2021-02-07 01:55:17,9.0833,6.0167,78.64,19,97,6.24
410,Beaverton,US,2021-02-07 01:51:54,45.4871,-122.8037,46.99,93,90,9.22
411,Catamarca,AR,2021-02-07 01:55:18,-28.4696,-65.7852,66.99,85,0,15.93
412,Kudahuvadhoo,MV,2021-02-07 01:55:18,2.6708,72.8944,80.8,78,12,14.14
413,Kaitangata,NZ,2021-02-07 01:55:19,-46.2817,169.8464,64.99,75,2,8.99
414,Nuuk,GL,2021-02-07 01:55:19,64.1835,-51.7216,33.8,44,20,18.41
415,Xingyi,CN,2021-02-07 01:55:19,24.1877,102.817,55.96,75,90,5.57
416,Mattru,SL,2021-02-07 01:51:57,7.6244,-11.8332,74.89,82,50,2.13
417,Altamira,BR,2021-02-07 01:55:19,-3.2033,-52.2064,77.13,67,71,2.1
418,Starokostyantyniv,UA,2021-02-07 01:55:19,49.7576,27.2034,18.34,86,99,7.74
419,Chichihualco,MX,2021-02-07 01:55:20,17.6833,-99.65,66.78,78,12,4.7
420,Tiksi,RU,2021-02-07 01:52:49,71.6872,128.8694,-25.76,84,100,5.35
421,Satellite Beach,US,2021-02-07 01:55:20,28.1761,-80.5901,72.0,83,20,5.75
422,Mairi,BR,2021-02-07 01:55:20,-11.7114,-40.1489,73.89,86,77,7.2
423,Aksu,CN,2021-02-07 01:55:20,41.1231,80.2644,28.02,78,100,0.07
424,Alice Springs,AU,2021-02-07 01:55:20,-23.7,133.8833,87.01,25,4,17.27
425,Bonavista,CA,2021-02-07 01:55:21,48.6499,-53.1147,39.99,100,89,6.91
426,Narsaq,GL,2021-02-07 01:50:48,60.9167,-46.05,22.68,81,100,3.83
427,Darhan,MN,2021-02-07 01:55:21,49.4867,105.9228,0.14,88,0,6.91
428,Aloha,US,2021-02-07 01:51:20,45.4943,-122.8671,46.99,93,90,9.22
429,Hambantota,LK,2021-02-07 01:51:35,6.1241,81.1185,71.6,100,20,1.14
430,Fontem,CM,2021-02-07 01:55:21,5.4685,9.8818,66.81,66,47,1.5
431,Pisco,PE,2021-02-07 01:51:12,-13.7,-76.2167,71.6,83,75,9.22
432,Ukiah,US,2021-02-07 01:52:19,39.1502,-123.2078,60.8,51,1,4.61
433,Caracuaro,MX,2021-02-07 01:55:22,19.0106,-101.1264,75.83,34,0,3.83
434,Barra Patuca,HN,2021-02-07 01:55:22,15.8,-84.2833,78.33,83,0,14.97
435,Esfarayen,IR,2021-02-07 01:55:22,37.0765,57.5101,41.0,93,90,0.25
436,Manta,EC,2021-02-07 01:50:49,-0.95,-80.7333,80.6,74,0,4.61
437,Gazli,UZ,2021-02-07 01:55:22,40.1333,63.45,45.45,77,100,5.1
438,Sangar,RU,2021-02-07 01:55:23,63.9242,127.4739,-32.78,79,15,9.08
439,Karwar,IN,2021-02-07 01:55:23,14.8,74.1333,72.37,48,5,7.23
440,Bontang,ID,2021-02-07 01:52:07,0.1333,117.5,82.67,70,100,5.82
441,Taoudenni,ML,2021-02-07 01:55:23,22.6783,-3.9836,59.5,35,70,9.78
442,Naze,JP,2021-02-07 01:51:13,28.3667,129.4833,61.03,66,0,8.97
443,Viedma,AR,2021-02-07 01:55:24,-40.8135,-62.9967,62.01,69,100,17.25
444,Atar,MR,2021-02-07 01:55:24,20.5169,-13.0499,57.85,40,49,12.44
445,Warmbad,NA,2021-02-07 01:55:24,-28.45,18.7333,70.54,38,0,9.55
446,Evensk,RU,2021-02-07 01:55:24,61.95,159.2333,18.64,84,100,28.5
447,Zaysan,KZ,2021-02-07 01:55:24,47.4667,84.8667,20.62,87,100,1.48
448,Gornopravdinsk,RU,2021-02-07 01:51:22,60.05,69.9,34.09,91,100,10.38
449,Mayo,US,2021-02-07 01:55:25,38.8876,-76.5119,42.8,56,1,3.85
450,Tungor,RU,2021-02-07 01:55:25,53.3808,142.9564,4.21,94,100,8.75
451,Lindi,TZ,2021-02-07 01:55:25,-10.0,39.7167,75.2,100,20,9.22
452,Nouadhibou,MR,2021-02-07 01:55:25,20.931,-17.0347,60.8,72,0,16.11
453,Saint-Pierre,RE,2021-02-07 01:54:58,-21.3393,55.4781,78.8,69,40,6.91
454,Hamilton,US,2021-02-07 01:50:58,39.1834,-84.5333,30.2,59,1,6.91
455,Kaoma,ZM,2021-02-07 01:55:26,-14.7833,24.8,64.85,94,100,3.89
456,Aasiaat,GL,2021-02-07 01:55:26,68.7098,-52.8699,19.94,87,0,24.83
457,Nara,JP,2021-02-07 01:55:26,34.6851,135.8049,57.0,71,20,2.3
458,Port Antonio,JM,2021-02-07 01:55:26,18.18,-76.4612,80.6,74,20,23.02
459,Kenora,CA,2021-02-07 01:53:56,49.8167,-94.4337,-18.0,63,90,10.36
460,Cuiluan,CN,2021-02-07 01:55:27,47.72,128.648,-2.24,86,100,3.89
461,Porto De Moz,BR,2021-02-07 01:55:27,-1.7483,-52.2383,77.23,80,0,3.6
462,Camana,PE,2021-02-07 01:55:27,-16.6228,-72.7111,71.62,78,99,3.18
463,Neiafu,TO,2021-02-07 01:51:17,-18.65,-173.9833,78.8,94,90,12.66
464,Moose Factory,CA,2021-02-07 01:51:47,51.2585,-80.6094,-4.0,77,90,3.44
465,Goundam,ML,2021-02-07 01:55:27,16.4145,-3.6708,73.24,24,100,15.43
466,Abalak,RU,2021-02-07 01:51:26,58.1286,68.5944,29.5,99,100,12.12
467,Manadhoo,MV,2021-02-07 01:55:28,5.7667,73.3833,81.79,70,32,9.93
468,Boueni,YT,2021-02-07 01:55:28,-12.9025,45.0761,80.6,83,90,10.36
469,Kerman,IR,2021-02-07 01:55:28,30.2832,57.0788,33.8,21,0,1.5
470,Kiama,AU,2021-02-07 01:55:28,-34.6833,150.8667,79.0,77,4,5.01
471,Ketchikan,US,2021-02-07 01:55:29,55.3422,-131.6461,37.4,80,90,8.05
472,Grand Gaube,MU,2021-02-07 01:55:29,-20.0064,57.6608,75.0,86,2,1.99
473,Marawi,PH,2021-02-07 01:51:37,7.9986,124.2928,80.01,82,74,3.0
474,Balykshi,KZ,2021-02-07 01:55:29,47.0667,51.8667,15.8,86,0,6.71
475,Valdivia,CL,2021-02-07 01:55:29,-39.8142,-73.2459,60.8,88,0,4.61
476,Elizabeth City,US,2021-02-07 01:55:29,36.2946,-76.2511,44.01,56,90,4.61
477,Fort Nelson,CA,2021-02-07 01:52:57,58.8053,-122.7002,-20.2,76,1,2.19
478,Limbang,MY,2021-02-07 01:54:34,4.75,115.0,82.4,83,20,2.3
479,Antalaha,MG,2021-02-07 01:55:30,-14.9003,50.2788,74.43,87,99,4.14
480,La Asuncion,VE,2021-02-07 01:55:30,11.0333,-63.8628,76.19,85,100,14.5
481,Anloga,GH,2021-02-07 01:51:34,5.7947,0.8973,84.2,84,20,12.66
482,Ixtapa,MX,2021-02-07 01:55:31,20.7,-105.2,72.0,78,40,5.75
483,Morondava,MG,2021-02-07 01:55:04,-20.2833,44.2833,80.1,80,1,8.16
484,Posse,BR,2021-02-07 01:55:31,-14.0931,-46.3694,65.61,95,100,7.94
485,Sitamau,IN,2021-02-07 01:55:31,24.0167,75.35,51.84,45,0,5.06
486,Rincon,US,2021-02-07 01:52:13,32.296,-81.2354,48.2,93,90,10.36
487,Merrill,US,2021-02-07 01:55:32,45.1805,-89.6835,-4.0,59,1,11.5
488,Waipawa,NZ,2021-02-07 01:55:32,-41.4122,175.5153,75.99,63,91,8.05
489,Bilma,NE,2021-02-07 01:51:30,18.6853,12.9164,59.59,29,6,5.86
490,Domat,CH,2021-02-07 01:55:33,46.8348,9.4508,42.01,100,54,8.37
491,Senanga,ZM,2021-02-07 01:51:57,-16.1167,23.2667,68.16,90,100,3.85
492,Hay River,CA,2021-02-07 01:55:33,60.8156,-115.7999,-34.6,67,9,4.61
493,Scarborough,GB,2021-02-07 01:55:33,54.2797,-0.4044,36.0,85,100,8.99
494,Tigil,RU,2021-02-07 01:51:28,57.8,158.6667,22.23,92,100,23.51
495,Aracruz,BR,2021-02-07 01:55:33,-19.8203,-40.2733,82.99,83,75,9.22
496,Sur,OM,2021-02-07 01:55:34,22.5667,59.5289,62.17,66,0,6.78
497,Togur,RU,2021-02-07 01:55:34,58.3631,82.8265,31.28,98,100,14.14
498,Minab,IR,2021-02-07 01:55:34,27.1467,57.0801,60.8,88,20,4.61
499,Port Lincoln,AU,2021-02-07 01:55:34,-34.7333,135.8667,62.55,67,99,12.08
500,Sohag,EG,2021-02-07 01:55:34,26.557,31.6948,53.6,71,0,6.91
501,Hongjiang,CN,2021-02-07 01:55:35,27.11,109.9956,59.22,75,98,2.59
502,Teguldet,RU,2021-02-07 01:55:35,57.3064,88.1667,30.74,98,100,7.83
503,Saint-Augustin,CA,2021-02-07 01:53:41,51.226,-58.6502,31.96,98,100,21.61
504,Voyvozh,RU,2021-02-07 01:55:35,62.892,54.9635,-21.82,87,100,10.8
505,Benguela,AO,2021-02-07 01:55:35,-12.5763,13.4055,72.19,84,100,0.18
506,Kalmunai,LK,2021-02-07 01:51:57,7.4167,81.8167,77.86,87,24,7.94
507,Bud,US,2021-02-07 01:55:36,39.447,-86.1758,21.99,67,100,10.89
508,Camacha,PT,2021-02-07 01:55:36,33.0833,-16.3333,59.0,77,40,13.8
509,Cockburn Town,TC,2021-02-07 01:52:43,21.4612,-71.1419,77.47,78,0,23.31
510,Ballina,AU,2021-02-07 01:55:36,-28.8667,153.5667,86.0,58,100,8.05
511,Zajecar,RS,2021-02-07 01:55:37,43.9036,22.2641,44.01,7,99,1.9
512,Mayor Pablo Lagerenza,PY,2021-02-07 01:55:37,-19.9309,-60.7718,73.62,43,0,3.42
513,Kannad,IN,2021-02-07 01:55:37,20.2667,75.1333,57.25,36,0,5.03
514,Moen,NO,2021-02-07 01:55:37,69.1304,18.6123,23.0,86,75,10.36
515,Pryyutivka,UA,2021-02-07 01:55:37,48.7209,33.0708,15.12,87,37,9.55
516,Petropavlovsk-Kamchatskiy,RU,2021-02-07 01:55:37,53.0452,158.6483,28.4,59,40,13.42
517,Batagay,RU,2021-02-07 01:55:38,67.6333,134.6333,-21.98,85,100,2.42
518,Jumla,NP,2021-02-07 01:55:28,29.2747,82.1838,28.9,70,0,7.14
519,Ronne,DK,2021-02-07 01:55:38,55.1009,14.7066,28.4,59,90,12.66
520,Langsa,ID,2021-02-07 01:55:38,4.4683,97.9683,84.0,66,79,1.01
521,Flinders,AU,2021-02-07 01:55:38,-34.5833,150.8552,79.0,77,22,5.01
522,Borovoy,RU,2021-02-07 01:55:39,55.4333,86.0833,28.4,86,0,11.18
523,Fortuna,US,2021-02-07 01:51:18,40.5982,-124.1573,48.99,93,90,11.5
524,Hami,CN,2021-02-07 01:55:39,42.8,93.45,33.53,72,86,6.98
525,San Rafael,AR,2021-02-07 01:51:17,-34.6177,-68.3301,80.35,31,0,10.92
526,Innisfail,AU,2021-02-07 01:52:42,-17.5333,146.0333,86.47,69,100,6.8
527,Akureyri,IS,2021-02-07 01:55:40,65.6835,-18.0878,33.8,69,75,5.75
528,Libreville,GA,2021-02-07 01:55:40,0.3925,9.4537,75.2,94,20,5.75
529,Telenesti,MD,2021-02-07 01:55:40,47.4997,28.3656,25.0,93,75,4.61
530,Sorland,NO,2021-02-07 01:51:50,67.667,12.6934,35.56,80,100,18.3
531,San Ramon,US,2021-02-07 01:55:40,37.7799,-121.978,64.4,25,1,8.05
532,Khorinsk,RU,2021-02-07 01:55:41,52.1657,109.7726,-0.78,89,100,1.79
533,Pontianak,ID,2021-02-07 01:55:41,-0.0333,109.3333,80.6,83,75,9.22
534,Douentza,ML,2021-02-07 01:51:36,14.9951,-2.9517,73.58,21,92,10.04
535,Malartic,CA,2021-02-07 01:53:46,48.1335,-78.1328,10.4,72,20,6.91
536,Tiruchchendur,IN,2021-02-07 01:55:41,8.4833,78.1167,73.74,81,64,15.48
537,Shimoda,JP,2021-02-07 01:55:41,34.6667,138.95,55.0,55,0,1.99
538,Cordele,US,2021-02-07 01:51:58,31.9635,-83.7824,44.01,93,90,8.05
539,Rudbar,AF,2021-02-07 01:55:42,30.15,62.6,52.54,38,0,4.21
540,Labuhan,ID,2021-02-07 01:55:42,-6.8844,112.2051,83.25,77,3,12.88
541,Axim,GH,2021-02-07 01:55:42,4.8699,-2.2405,79.56,87,56,9.69
542,Bereda,ES,2021-02-07 01:55:42,43.2686,-7.5406,35.01,100,62,3.0
543,Adrar,MR,2021-02-07 01:55:43,20.5022,-10.0711,55.92,42,100,9.86
544,Cabinda,AO,2021-02-07 01:55:43,-5.55,12.2,79.5,86,100,8.63
545,Collie,AU,2021-02-07 01:55:43,-33.3667,116.15,59.0,89,100,4.0
546,Goderich,CA,2021-02-07 01:51:32,43.7501,-81.7165,19.4,79,100,17.27
547,Koltubanovskiy,RU,2021-02-07 01:55:43,52.9407,52.0269,-0.35,91,95,10.78
548,Great Bend,US,2021-02-07 01:55:43,38.3645,-98.7648,14.0,79,40,9.22
549,Ferrol,ES,2021-02-07 01:53:24,43.4832,-8.2369,46.99,100,90,5.75
550,Kindu,CD,2021-02-07 01:51:33,-2.95,25.95,71.62,90,100,1.77
551,Tezu,IN,2021-02-07 01:55:44,27.9167,96.1667,67.48,25,1,0.85
552,Ierapetra,GR,2021-02-07 01:55:44,35.01,25.7353,55.99,87,0,6.91
553,Kelme,LT,2021-02-07 01:55:44,55.6339,22.9342,8.6,92,90,4.61
554,Trinidad,BO,2021-02-07 01:55:45,-14.8333,-64.9,76.15,85,50,3.0
555,Vrangel,RU,2021-02-07 01:55:45,42.7297,133.0839,16.56,80,0,12.57
556,Novoagansk,RU,2021-02-07 01:55:45,61.9449,76.6625,33.15,94,100,13.67
557,Port Blair,IN,2021-02-07 01:51:29,11.6667,92.75,80.98,70,0,9.84
558,Alyangula,AU,2021-02-07 01:55:45,-13.8483,136.4192,82.4,74,90,17.27
559,Balkanabat,TM,2021-02-07 01:51:19,39.5108,54.3671,49.15,59,100,9.28
560,Kansanshi,ZM,2021-02-07 01:55:46,-12.0951,26.4273,61.18,98,100,3.56
561,Lahij,YE,2021-02-07 01:55:46,13.1667,44.5833,66.07,79,80,1.99
562,Port Augusta,AU,2021-02-07 01:51:18,-32.5,137.7667,75.99,60,75,16.11
563,Egvekinot,RU,2021-02-07 01:55:46,66.3167,-179.1667,-4.58,78,0,7.81
564,Sicamous,CA,2021-02-07 01:55:46,50.8331,-118.9856,37.4,52,100,4.61
565,Yei,SS,2021-02-07 01:55:46,4.095,30.6779,61.7,30,20,1.52
